Timestamp,el_X,el_Y,el_Z,el_Vel,mocap_X,mocap_Y,mocap_Z,mocap_Yaw
1675195634.0028827,1.0645534978631304,1.0297803306765134,0.7260554332635439,0.031038023664625644,0,0,0,0
1675195634.023776,1.06542761891325,1.0299473509418158,0.7266985767065605,0.03102327639177146,0,0,0,0
1675195634.042508,1.0666017185065413,1.0297168781120642,0.7269182622347002,0.031038043088299282,0,0,0,0
1675195634.0610971,1.067537639657544,1.0295280192112344,0.7271206530362778,0.031029366226754236,0,0,0,0
1675195634.0786357,1.065245348972637,1.034701106629586,0.7272853355302804,0.030703618059273807,0,0,0,0
1675195634.0965266,1.0634082752531953,1.0388349454281671,0.7274370347404544,0.0304236406680534,0,0,0,0
1675195634.1141121,1.0624065154406708,1.0421587681625966,0.727776135408614,0.03022662168887774,0,0,0,0
1675195634.1325302,1.06160188728099,1.0448131893870432,0.7280885809693945,0.030049605113649906,0,0,0,0
1675195634.1511993,1.060954978807877,1.0471228502559777,0.7286596416493301,0.029888654762357695,0,0,0,0
1675195634.1696355,1.0604342596503267,1.0489021800425382,0.7290914892109752,0.02974062140417571,0,0,0,0
1675195634.1896787,1.0600145048662972,1.0503210165683627,0.7294894115991866,0.02960298538356154,0,0,0,0
1675195634.208602,1.0636765465310702,1.0461640025533543,0.7302887934231994,0.029866740493280437,0,0,0,0
1675195634.227771,1.066602888572535,1.042833962138568,0.7310254407020745,0.03005737464552356,0,0,0,0
1675195634.2462142,1.0671626482908647,1.0431962543895288,0.7321096801644991,0.0300149272039168,0,0,0,0
1675195634.2639635,1.0676072217777262,1.04348161325222,0.7331088562673891,0.029961302891507512,0,0,0,0
1675195634.282235,1.0684342655121861,1.0435340588446709,0.7339455184321079,0.029945421529182552,0,0,0,0
1675195634.3027916,1.069092667389796,1.0435715730199004,0.7347165234950577,0.029913026365193402,0,0,0,0
1675195634.3223674,1.0683319223119685,1.0462898611832256,0.7355545317868665,0.029741336841248286,0,0,0,0
1675195634.3425722,1.0677201523557005,1.0492566298400134,0.7374571597945555,0.02958483731610106,0,0,0,0
1675195634.362447,1.0672275757908396,1.0516255167963295,0.7392105743091725,0.029440553163975817,0,0,0,0
1675195634.3817105,1.0685892183029362,1.0507817010765572,0.7408142132318671,0.029478872160636438,0,0,0,0
1675195634.4017906,1.0696753367082497,1.0501022229431811,0.742292074664619,0.029490002880008467,0,0,0,0
1675195634.4216466,1.0675166965606517,1.0550832468435045,0.7439694300601427,0.029182372743025587,0,0,0,0
1675195634.4417515,1.0657867033867396,1.059063486923366,0.7455152293558945,0.028917844746566224,0,0,0,0
1675195634.4610043,1.0643996461068355,1.062379474205161,0.7471263456865852,0.028687859982784922,0,0,0,0
1675195634.480739,1.0650235680175117,1.0623991198326348,0.7486970814715138,0.028656154333580392,0,0,0,0
1675195634.5007346,1.0655196155707836,1.0624103404041494,0.750144618085238,0.028611990670056247,0,0,0,0
