Timestamp ,X ,Y ,Z
1675285877.5348651 ,[0.62427669] ,[-0.22461629] ,[0.73887898]
1675285877.5546193 ,[0.62338252] ,[-0.21618645] ,[0.73709484]
1675285877.573176 ,[0.62266694] ,[-0.20944308] ,[0.73545052]
1675285877.5943093 ,[0.62702108] ,[-0.21970949] ,[0.73619156]
1675285877.6148138 ,[0.62962629] ,[-0.22844134] ,[0.73534755]
1675285877.6343117 ,[0.63171007] ,[-0.2354268] ,[0.73456966]
1675285877.6550527 ,[0.63132476] ,[-0.23259733] ,[0.73406764]
1675285877.6761432 ,[0.63101618] ,[-0.23033396] ,[0.73360494]
1675285877.69432 ,[0.6274293] ,[-0.20534508] ,[0.73219364]
1675285877.7147517 ,[0.62455957] ,[-0.18523195] ,[0.73121386]
1675285877.7336118 ,[0.62226359] ,[-0.16914255] ,[0.73031086]
1675285877.75347 ,[0.62042662] ,[-0.15621024] ,[0.72963906]
1675285877.7730172 ,[0.61895686] ,[-0.14586562] ,[0.7290199]
1675285877.794224 ,[0.61778088] ,[-0.13734032] ,[0.72909082]
1675285877.8163602 ,[0.61683993] ,[-0.1302657] ,[0.72979746]
1675285877.8379812 ,[0.616087] ,[-0.12460737] ,[0.73044868]
1675285877.8607242 ,[0.61548451] ,[-0.12008209] ,[0.73104883]
1675285877.8805265 ,[0.61500235] ,[-0.11646327] ,[0.73160192]
1675285877.8991072 ,[0.61766755] ,[-0.12857039] ,[0.73352299]
1675285877.918189 ,[0.62065375] ,[-0.13804274] ,[0.73595488]
1675285877.9371452 ,[0.62304242] ,[-0.14562149] ,[0.73819612]
1675285877.9555197 ,[0.62731701] ,[-0.16736567] ,[0.74193329]
1675285877.9768775 ,[0.62751803] ,[-0.16825292] ,[0.74550985]
1675285877.996764 ,[0.62767856] ,[-0.16896347] ,[0.74880603]
1675285878.0154488 ,[0.6266826] ,[-0.16129997] ,[0.75263763]
1675285878.034586 ,[0.62588558] ,[-0.15517018] ,[0.75616886]
1675285878.0552108 ,[0.62415283] ,[-0.14274521] ,[0.75907732]
1675285878.0755482 ,[0.62276642] ,[-0.13280655] ,[0.76175778]
1675285878.0950968 ,[0.62473034] ,[-0.13955701] ,[0.76624506]
1675285878.1152675 ,[0.62919887] ,[-0.15245244] ,[0.77193398]
1675285878.135204 ,[0.63277328] ,[-0.1627694] ,[0.77717694]
1675285878.154647 ,[0.63412856] ,[-0.15536704] ,[0.78138861]
1675285878.173126 ,[0.63521239] ,[-0.14944621] ,[0.78527011]
1675285878.1944475 ,[0.63931459] ,[-0.15992147] ,[0.79063788]
1675285878.2146237 ,[0.64346169] ,[-0.16786675] ,[0.79658431]
1675285878.2345634 ,[0.64677883] ,[-0.17422353] ,[0.80206459]
1675285878.256303 ,[0.64870285] ,[-0.1633945] ,[0.80708763]
1675285878.276271 ,[0.65024152] ,[-0.15473231] ,[0.8117169]
1675285878.2942212 ,[0.6514719] ,[-0.1472128] ,[0.81711179]
1675285878.313842 ,[0.65414177] ,[-0.1407114] ,[0.82322079]
1675285878.332991 ,[0.65627705] ,[-0.13551144] ,[0.8288509]
1675285878.3508189 ,[0.65642824] ,[-0.11627149] ,[0.83379229]
1675285878.3705091 ,[0.65654861] ,[-0.10088124] ,[0.83834631]
1675285878.389048 ,[0.66072993] ,[-0.10257689] ,[0.84505768]
1675285878.408028 ,[0.66576038] ,[-0.10350074] ,[0.85221735]
1675285878.4265497 ,[0.66978396] ,[-0.10424118] ,[0.85881578]
1675285878.4453778 ,[0.67257502] ,[-0.09704432] ,[0.86504837]
1675285878.4649384 ,[0.67480707] ,[-0.09128845] ,[0.87079238]
1675285878.4836392 ,[0.67825613] ,[-0.0862398] ,[0.87704712]
1675285878.5039911 ,[0.6810145] ,[-0.08220254] ,[0.88281153]
1675285878.523136 ,[0.68488454] ,[-0.07842181] ,[0.88924279]
1675285878.5433354 ,[0.69047596] ,[-0.07499677] ,[0.89613599]
1675285878.564639 ,[0.69494805] ,[-0.07225847] ,[0.90248882]
1675285878.584185 ,[0.70155749] ,[-0.07745906] ,[0.90921241]
1675285878.6039019 ,[0.70684386] ,[-0.08162103] ,[0.91540893]
1675285878.6225317 ,[0.70836965] ,[-0.06962099] ,[0.92098741]
1675285878.641175 ,[0.70958917] ,[-0.06002292] ,[0.92612858]
1675285878.6610527 ,[0.71220654] ,[-0.05176088] ,[0.93196908]
1675285878.6804476 ,[0.71731832] ,[-0.05191235] ,[0.93886363]
1675285878.7006385 ,[0.72140646] ,[-0.05203537] ,[0.94521769]
1675285878.7196598 ,[0.727172] ,[-0.05201686] ,[0.95156638]
1675285878.7387562 ,[0.73178303] ,[-0.05200389] ,[0.95741737]
1675285878.7575066 ,[0.73775873] ,[-0.05928915] ,[0.9637227]
1675285878.778712 ,[0.74191371] ,[-0.0574226] ,[0.96942162]
1675285878.7988153 ,[0.74523619] ,[-0.05593117] ,[0.97467378]
1675285878.817575 ,[0.75104591] ,[-0.0610935] ,[0.98187835]
1675285878.838264 ,[0.75569206] ,[-0.06522496] ,[0.98851813]
1675285878.8564243 ,[0.75564599] ,[-0.05413065] ,[0.99293963]
1675285878.8764052 ,[0.7556076] ,[-0.04525724] ,[0.9970145]
1675285878.8945558 ,[0.75867978] ,[-0.04486762] ,[1.00232541]
1675285878.9146454 ,[0.761968] ,[-0.04440148] ,[1.00754134]
1675285878.93422 ,[0.76459692] ,[-0.04403045] ,[1.01234836]
1675285878.9536972 ,[0.76989543] ,[-0.05095483] ,[1.01790199]
1675285878.9727976 ,[0.77413247] ,[-0.05649595] ,[1.02302024]
1675285878.9947872 ,[0.77598746] ,[-0.05247185] ,[1.02851012]
1675285879.0142531 ,[0.77597617] ,[-0.04191926] ,[1.03308461]
1675285879.0333712 ,[0.77596544] ,[-0.03347929] ,[1.03730048]
1675285879.052679 ,[0.77449943] ,[-0.01980815] ,[1.04040796]
1675285879.071339 ,[0.77332498] ,[-0.00887364] ,[1.04327181]
1675285879.0892544 ,[0.77466094] ,[-0.00641944] ,[1.04762339]
1675285879.112787 ,[0.78130517] ,[-0.01928701] ,[1.05298309]
1675285879.1322143 ,[0.78661867] ,[-0.02958282] ,[1.05792261]
1675285879.1529655 ,[0.78929092] ,[-0.03029867] ,[1.06196011]
1675285879.172492 ,[0.79142686] ,[-0.03087326] ,[1.06568107]
1675285879.1939313 ,[0.79077609] ,[-0.02345846] ,[1.06921747]
1675285879.2148972 ,[0.79344343] ,[-0.02475711] ,[1.07331548]
1675285879.2359636 ,[0.79557541] ,[-0.02579796] ,[1.07709221]
1675285879.2573798 ,[0.79491078] ,[-0.01887477] ,[1.0805127]
1675285879.2786841 ,[0.79437725] ,[-0.0133384] ,[1.08366502]
1675285879.2978547 ,[0.79245131] ,[-0.00165375] ,[1.08621506]
1675285879.3167639 ,[0.79322755] ,[0.00133819] ,[1.09015987]
1675285879.3370368 ,[0.79384673] ,[0.00372945] ,[1.0937954]
1675285879.3555396 ,[0.79434025] ,[0.00539457] ,[1.09683829]
1675285879.3749926 ,[0.79473326] ,[0.00734054] ,[1.10041135]
1675285879.3951654 ,[0.79504585] ,[0.00889501] ,[1.10370427]
1675285879.4141226 ,[0.79378642] ,[0.01689653] ,[1.10575466]
1675285879.4346907 ,[0.79277712] ,[0.02329522] ,[1.10764426]
1675285879.455021 ,[0.79196794] ,[0.02877921] ,[1.10984082]
1675285879.474029 ,[0.79131887] ,[0.03316381] ,[1.11186513]
1675285879.4935594 ,[0.7907979] ,[0.03691539] ,[1.11403395]
1675285879.5139484 ,[0.79037941] ,[0.04003771] ,[1.11618428]
1675285879.5329528 ,[0.79004291] ,[0.04253294] ,[1.11816599]
1675285879.5544834 ,[0.79127973] ,[0.03815572] ,[1.12144824]
1675285879.57558 ,[0.79226744] ,[0.03465154] ,[1.12447315]
1675285879.595208 ,[0.79305587] ,[0.03197249] ,[1.12741421]
1675285879.6147568 ,[0.79368487] ,[0.02982688] ,[1.13012467]
1675285879.6336844 ,[0.79418634] ,[0.02810804] ,[1.1326226]
1675285879.652313 ,[0.79160805] ,[0.04091416] ,[1.13398915]
1675285879.6721046 ,[0.7895438] ,[0.05115625] ,[1.13524851]
1675285879.6932716 ,[0.78789078] ,[0.05947229] ,[1.1365584]
1675285879.7137477 ,[0.78803679] ,[0.05918342] ,[1.13830505]
1675285879.7337658 ,[0.78815196] ,[0.05894966] ,[1.13991473]
1675285879.7544632 ,[0.79129704] ,[0.04551292] ,[1.14391509]
1675285879.7737885 ,[0.79381137] ,[0.03476134] ,[1.14760181]
1675285879.793592 ,[0.79276652] ,[0.04068284] ,[1.14999314]
1675285879.8143475 ,[0.79261527] ,[0.0378641] ,[1.15214948]
1675285879.8340592 ,[0.79249261] ,[0.03560677] ,[1.15413672]
1675285879.8547971 ,[0.79392905] ,[0.02689829] ,[1.1570129]
1675285879.8740377 ,[0.7950765] ,[0.01992944] ,[1.15966357]
1675285879.8943608 ,[0.79599278] ,[0.01461505] ,[1.1624162]
1675285879.914461 ,[0.7967241] ,[0.01049333] ,[1.16510785]
1675285879.9334705 ,[0.79730748] ,[0.00719397] ,[1.16758844]
1675285879.9518666 ,[0.80019217] ,[-0.00339363] ,[1.17002021]
1675285879.9715004 ,[0.80249817] ,[-0.01186537] ,[1.17226129]
1675285879.9952815 ,[0.8010894] ,[-0.01089072] ,[1.1738622]
1675285880.0176213 ,[0.79996071] ,[-0.00958515] ,[1.1759568]
1675285880.0394838 ,[0.79905612] ,[-0.00854257] ,[1.17788714]
1675285880.059635 ,[0.7983308] ,[-0.00757772] ,[1.17982082]
1675285880.0794647 ,[0.79774891] ,[-0.00680771] ,[1.18160285]
1675285880.0984538 ,[0.79884745] ,[-0.01299219] ,[1.18464248]
1675285880.1173038 ,[0.7966334] ,[-0.00412404] ,[1.18514287]
1675285880.1370084 ,[0.79486059] ,[0.00296841] ,[1.18560396]
1675285880.155503 ,[0.7903318] ,[0.01640031] ,[1.18603439]
1675285880.176333 ,[0.78670733] ,[0.02714345] ,[1.18643101]
1675285880.1964467 ,[0.78677665] ,[0.02136313] ,[1.18798566]
1675285880.2167385 ,[0.78683062] ,[0.01687039] ,[1.18957294]
1675285880.2375245 ,[0.78687231] ,[0.01327425] ,[1.19103572]
1675285880.2555494 ,[0.78607206] ,[0.01127179] ,[1.19330126]
1675285880.27399 ,[0.78543041] ,[0.00966788] ,[1.19538914]
1675285880.2971709 ,[0.78491565] ,[0.00770972] ,[1.1965413]
1675285880.3181129 ,[0.78367029] ,[0.00621037] ,[1.19759409]
1675285880.3383205 ,[0.7826726] ,[0.00500902] ,[1.19856429]
1675285880.3574307 ,[0.7803902] ,[0.01171969] ,[1.19930932]
1675285880.377816 ,[0.77856294] ,[0.01708611] ,[1.19999588]
1675285880.397177 ,[0.78252133] ,[-0.00135736] ,[1.20220591]
1675285880.4163146 ,[0.78242672] ,[-0.00790514] ,[1.20405324]
1675285880.4363534 ,[0.78234964] ,[-0.01314493] ,[1.2057557]
1675285880.4548855 ,[0.78160776] ,[-0.01061955] ,[1.20593121]
1675285880.4764562 ,[0.7810129] ,[-0.00860099] ,[1.20609289]
1675285880.495194 ,[0.78037142] ,[-0.01363772] ,[1.20762625]
1675285880.5151176 ,[0.78225119] ,[-0.02525675] ,[1.20985392]
1675285880.535364 ,[0.78375358] ,[-0.03455322] ,[1.2119069]
1675285880.5546637 ,[0.78171674] ,[-0.03419863] ,[1.21313169]
1675285880.5725384 ,[0.78008595] ,[-0.03391637] ,[1.21426039]
1675285880.5933797 ,[0.77729099] ,[-0.02555564] ,[1.21543885]
1675285880.6144667 ,[0.77738588] ,[-0.02707361] ,[1.21639553]
1675285880.6336813 ,[0.77746049] ,[-0.02828942] ,[1.21727714]
1675285880.6536233 ,[0.77291449] ,[-0.0148068] ,[1.21636656]
1675285880.675173 ,[0.76927655] ,[-0.00402261] ,[1.21552728]
1675285880.6947062 ,[0.76780528] ,[-0.00158175] ,[1.2165971]
1675285880.714249 ,[0.76726214] ,[-0.00742524] ,[1.21774834]
1675285880.7358575 ,[0.76682648] ,[-0.01210154] ,[1.21880927]
1675285880.7565482 ,[0.76647679] ,[-0.01625382] ,[1.21931817]
1675285880.774558 ,[0.7661959] ,[-0.01957709] ,[1.21978711]
1675285880.794479 ,[0.76367079] ,[-0.01511799] ,[1.21911754]
1675285880.8142269 ,[0.76310583] ,[-0.01805737] ,[1.22021816]
1675285880.833192 ,[0.76265277] ,[-0.02041032] ,[1.22123243]
1675285880.8515728 ,[0.76144618] ,[-0.0223644] ,[1.22200216]
1675285880.8732839 ,[0.76047985] ,[-0.02392909] ,[1.22271148]
1675285880.8936908 ,[0.75970573] ,[-0.02407699] ,[1.22461323]
1675285880.9141226 ,[0.75541053] ,[-0.01065914] ,[1.22370062]
1675285880.933277 ,[0.75197346] ,[7.3252053e-05] ,[1.22285946]
1675285880.9517078 ,[0.75352727] ,[-0.01315121] ,[1.22462039]
1675285880.971976 ,[0.7547693] ,[-0.02373201] ,[1.22624322]
1675285880.9927766 ,[0.75513241] ,[-0.0248951] ,[1.2267758]
1675285881.0146415 ,[0.75756373] ,[-0.040557] ,[1.22938782]
1675285881.0346975 ,[0.7595077] ,[-0.05308739] ,[1.23179502]
1675285881.0546887 ,[0.75639081] ,[-0.04735567] ,[1.23280181]
1675285881.074086 ,[0.75389636] ,[-0.04277159] ,[1.2337296]
1675285881.0940042 ,[0.7518999] ,[-0.04007135] ,[1.23349276]
1675285881.1132543 ,[0.75175189] ,[-0.0448645] ,[1.23471826]
1675285881.1335564 ,[0.75163255] ,[-0.04870006] ,[1.23584762]
1675285881.1521084 ,[0.74784158] ,[-0.03662165] ,[1.23556933]
1675285881.1713188 ,[0.744808] ,[-0.02696046] ,[1.23531278]
1675285881.1903477 ,[0.74909422] ,[-0.05042837] ,[1.23761454]
1675285881.2103162 ,[0.7525222] ,[-0.06920323] ,[1.2397358]
1675285881.2286427 ,[0.75053566] ,[-0.06818432] ,[1.24029602]
1675285881.2492893 ,[0.74809127] ,[-0.06730505] ,[1.24080366]
1675285881.2673755 ,[0.74613494] ,[-0.06660255] ,[1.24127143]
1675285881.2871823 ,[0.74456906] ,[-0.06590204] ,[1.24186048]
1675285881.3055327 ,[0.74331556] ,[-0.06534256] ,[1.24240328]
1675285881.325077 ,[0.74005257] ,[-0.05856236] ,[1.24067092]
1675285881.3441849 ,[0.73884656] ,[-0.05954768] ,[1.24114024]
1675285881.3653157 ,[0.73788102] ,[-0.06033689] ,[1.24157269]
1675285881.3872666 ,[0.7348597] ,[-0.0543616] ,[1.24005311]
1675285881.4082782 ,[0.73244199] ,[-0.04958254] ,[1.23865257]
1675285881.427858 ,[0.72914953] ,[-0.03763388] ,[1.23750411]
1675285881.4482057 ,[0.72651498] ,[-0.02807643] ,[1.23644559]
1675285881.4673476 ,[0.72630399] ,[-0.03531596] ,[1.23691264]
1675285881.4897978 ,[0.72613458] ,[-0.04124714] ,[1.23718491]
1675285881.511849 ,[0.72599843] ,[-0.04599308] ,[1.23743575]
1675285881.5319486 ,[0.72730889] ,[-0.05707652] ,[1.23898031]
1675285881.552965 ,[0.72835659] ,[-0.06594398] ,[1.24040371]
1675285881.5742998 ,[0.72691981] ,[-0.06568941] ,[1.24039369]
1675285881.5966067 ,[0.72355537] ,[-0.0576464] ,[1.23987722]
1675285881.6168125 ,[0.72086331] ,[-0.05121313] ,[1.23940116]
1675285881.63616 ,[0.71870917] ,[-0.046751] ,[1.23818239]
1675285881.6556587 ,[0.71614233] ,[-0.04271132] ,[1.237519]
1675285881.676401 ,[0.71408842] ,[-0.03948076] ,[1.23690754]
1675285881.699261 ,[0.711131] ,[-0.02985994] ,[1.23524643]
1675285881.7188828 ,[0.71057315] ,[-0.03705592] ,[1.23514114]
1675285881.738098 ,[0.71012645] ,[-0.04281369] ,[1.23504403]
1675285881.7570868 ,[0.71114247] ,[-0.0549906] ,[1.23594078]
1675285881.7784884 ,[0.71195483] ,[-0.0647328] ,[1.23676716]
1675285881.7977047 ,[0.71037614] ,[-0.0640658] ,[1.23748245]
1675285881.8189397 ,[0.70911281] ,[-0.06450003] ,[1.23703529]
1675285881.8378642 ,[0.70810175] ,[-0.06484824] ,[1.2366231]
1675285881.8567872 ,[0.70643823] ,[-0.06520306] ,[1.23607696]
1675285881.8765361 ,[0.70510708] ,[-0.06548774] ,[1.23557356]
1675285881.8973958 ,[0.70539253] ,[-0.07301063] ,[1.23641202]
1675285881.9180846 ,[0.70084151] ,[-0.0571212] ,[1.23398718]
1675285881.9379392 ,[0.69720048] ,[-0.04441094] ,[1.23175234]
1675285881.9575555 ,[0.69820063] ,[-0.05650695] ,[1.23240118]
1675285881.9768357 ,[0.69900044] ,[-0.06618438] ,[1.23299908]
1675285881.9971292 ,[0.69744649] ,[-0.06670081] ,[1.2320877]
1675285882.019388 ,[0.6962031] ,[-0.06725016] ,[1.23108935]
1675285882.040211 ,[0.69520814] ,[-0.06769041] ,[1.23016918]
1675285882.0626216 ,[0.69355765] ,[-0.067983] ,[1.22931332]
1675285882.0849066 ,[0.69223705] ,[-0.06821783] ,[1.22852447]
1675285882.105467 ,[0.69560402] ,[-0.08472528] ,[1.22880498]
1675285882.1240683 ,[0.69518971] ,[-0.08946569] ,[1.22870581]
1675285882.1441684 ,[0.69485802] ,[-0.09325844] ,[1.22861435]
1675285882.164298 ,[0.69242205] ,[-0.08891862] ,[1.2272387]
1675285882.1833985 ,[0.69177765] ,[-0.09262461] ,[1.22741487]
1675285882.2052326 ,[0.69126193] ,[-0.09558982] ,[1.22757716]
1675285882.2263207 ,[0.68620509] ,[-0.07562122] ,[1.22504254]
1675285882.2476916 ,[0.68215958] ,[-0.05964749] ,[1.22270653]
1675285882.268022 ,[0.68270139] ,[-0.0695596] ,[1.22274836]
1675285882.290877 ,[0.6831347] ,[-0.07721749] ,[1.22310794]
1675285882.3148508 ,[0.68348123] ,[-0.08334428] ,[1.22343927]
1675285882.3360808 ,[0.68289248] ,[-0.08859432] ,[1.22325525]
1675285882.354884 ,[0.68242137] ,[-0.09279475] ,[1.22308559]
1675285882.3752685 ,[0.67990864] ,[-0.08864347] ,[1.2218031]
1675285882.3955445 ,[0.67916834] ,[-0.09277566] ,[1.2217396]
1675285882.416857 ,[0.67857603] ,[-0.0960818] ,[1.221681]
1675285882.4355822 ,[0.67810214] ,[-0.09913227] ,[1.22114495]
1675285882.456403 ,[0.67559876] ,[-0.09405565] ,[1.21953129]
1675285882.4766412 ,[0.67359609] ,[-0.08999493] ,[1.21804403]
1675285882.4962897 ,[0.67076873] ,[-0.07869655] ,[1.21652904]
1675285882.5157483 ,[0.67012469] ,[-0.08497405] ,[1.21654241]
1675285882.535466 ,[0.66960949] ,[-0.08999646] ,[1.21655466]
1675285882.555499 ,[0.66919737] ,[-0.09401477] ,[1.21656588]
1675285882.5767503 ,[0.66886771] ,[-0.09722977] ,[1.21657614]
1675285882.5966928 ,[0.66773818] ,[-0.10001305] ,[1.21625688]
1675285882.616921 ,[0.66683463] ,[-0.10237412] ,[1.21580184]
1675285882.6361063 ,[0.66611187] ,[-0.10426329] ,[1.21538241]
1675285882.6547568 ,[0.66344417] ,[-0.09825629] ,[1.21388085]
1675285882.673415 ,[0.66131016] ,[-0.09345124] ,[1.21249693]
1675285882.6936803 ,[0.66082684] ,[-0.09720235] ,[1.21216836]
1675285882.714186 ,[0.65957447] ,[-0.1002796] ,[1.21169755]
1675285882.7339494 ,[0.65857274] ,[-0.10274171] ,[1.21126357]
1675285882.7522855 ,[0.65777151] ,[-0.10524265] ,[1.21022011]
1675285882.7713928 ,[0.6571307] ,[-0.10724366] ,[1.20925838]
1675285882.7911592 ,[0.65224402] ,[-0.08631888] ,[1.20593879]
1675285882.8114207 ,[0.648335] ,[-0.06958006] ,[1.20287935]
1675285882.8307323 ,[0.64871647] ,[-0.07852657] ,[1.20264667]
1675285882.8508139 ,[0.64902188] ,[-0.08594841] ,[1.20211033]
1675285882.870889 ,[0.64926644] ,[-0.09188623] ,[1.20161596]
1675285882.8900719 ,[0.64859647] ,[-0.09644814] ,[1.20131422]
1675285882.9125297 ,[0.64806075] ,[-0.10009796] ,[1.20103606]
1675285882.9314795 ,[0.64763243] ,[-0.10315006] ,[1.20061872]
1675285882.951128 ,[0.64524665] ,[-0.09845056] ,[1.19865784]
1675285882.9708657 ,[0.64333835] ,[-0.09469144] ,[1.19685059]
1675285882.9904215 ,[0.64298959] ,[-0.09890145] ,[1.19659327]
1675285883.0099816 ,[0.64271089] ,[-0.10226974] ,[1.19635604]
1675285883.0299315 ,[0.64045639] ,[-0.09717469] ,[1.19535763]
1675285883.0507748 ,[0.63981916] ,[-0.1008332] ,[1.19521027]
1675285883.06974 ,[0.63930972] ,[-0.10376027] ,[1.19507439]
1675285883.0929227 ,[0.64222157] ,[-0.12240549] ,[1.19640065]
1675285883.11333 ,[0.64455129] ,[-0.13732134] ,[1.19762287]
1675285883.132608 ,[0.64223037] ,[-0.13302615] ,[1.19712993]
1675285883.1523125 ,[0.64156007] ,[-0.13686967] ,[1.19828281]
1675285883.1713336 ,[0.64102415] ,[-0.13994436] ,[1.19934525]
1675285883.1924615 ,[0.64059573] ,[-0.14280513] ,[1.19983515]
1675285883.2132359 ,[0.64025331] ,[-0.14509359] ,[1.20028658]
1675285883.233481 ,[0.63792777] ,[-0.13905707] ,[1.19973868]
1675285883.2530549 ,[0.63724196] ,[-0.14230532] ,[1.19986443]
1675285883.271741 ,[0.63669366] ,[-0.14490375] ,[1.19998025]
1675285883.2915533 ,[0.63421532] ,[-0.1387187] ,[1.19961034]
1675285883.3119626 ,[0.63223307] ,[-0.13377074] ,[1.19926935]
1675285883.331915 ,[0.63478452] ,[-0.14656665] ,[1.19992105]
1675285883.3510213 ,[0.63385155] ,[-0.14772425] ,[1.20067778]
1675285883.3710644 ,[0.63310556] ,[-0.14865015] ,[1.20137512]
1675285883.3902116 ,[0.63048095] ,[-0.14179259] ,[1.20072799]
1675285883.4100428 ,[0.62838174] ,[-0.13630661] ,[1.20013152]
1675285883.4281018 ,[0.62449266] ,[-0.11691403] ,[1.19774349]
1675285883.4476118 ,[0.62272629] ,[-0.11648193] ,[1.19721334]
1675285883.467642 ,[0.62131372] ,[-0.11613645] ,[1.19672468]
1675285883.486601 ,[0.6201842] ,[-0.11612189] ,[1.19595238]
1675285883.5048985 ,[0.61928111] ,[-0.11611043] ,[1.19524054]
1675285883.525785 ,[0.61855917] ,[-0.11610145] ,[1.19458444]
1675285883.5476573 ,[0.61798216] ,[-0.11609445] ,[1.19397969]
1675285883.5689712 ,[0.61865974] ,[-0.12350603] ,[1.19486189]
1675285883.590038 ,[0.61719781] ,[-0.12183412] ,[1.19438969]
1675285883.612517 ,[0.61602883] ,[-0.12049675] ,[1.19395444]
1675285883.6335223 ,[0.61509422] ,[-0.11955768] ,[1.1933923]
1675285883.6552143 ,[0.6143471] ,[-0.11880659] ,[1.19287415]
1675285883.675946 ,[0.61265324] ,[-0.11111235] ,[1.19083614]
1675285883.700265 ,[0.61352228] ,[-0.11986563] ,[1.19146841]
1675285883.7217982 ,[0.61421805] ,[-0.1268682] ,[1.19205106]
1675285883.7421336 ,[0.61169738] ,[-0.11763671] ,[1.18991206]
1675285883.7630806 ,[0.60968149] ,[-0.10999677] ,[1.18825855]
1675285883.785302 ,[0.60806941] ,[-0.10388524] ,[1.18673459]
1675285883.8066902 ,[0.6110163] ,[-0.12265092] ,[1.18800267]
1675285883.826533 ,[0.60723872] ,[-0.10654648] ,[1.1855982]
1675285883.8450346 ,[0.60421736] ,[-0.09366358] ,[1.18338214]
1675285883.8643184 ,[0.60392003] ,[-0.09837841] ,[1.18315215]
1675285883.883332 ,[0.60281698] ,[-0.10209826] ,[1.18293381]
1675285883.9032009 ,[0.60193521] ,[-0.10507437] ,[1.18273252]
1675285883.922349 ,[0.60522299] ,[-0.123947] ,[1.18381056]
1675285883.9415276 ,[0.60785376] ,[-0.13904475] ,[1.18480403]
1675285883.9620826 ,[0.6070576] ,[-0.14244952] ,[1.18539936]
1675285883.9833827 ,[0.6064213] ,[-0.14517315] ,[1.18594795]
1675285884.003797 ,[0.60591288] ,[-0.14748303] ,[1.18629023]
1675285884.0237787 ,[0.60550677] ,[-0.14906807] ,[1.18693206]
1675285884.0439281 ,[0.6051825] ,[-0.15033589] ,[1.18752351]
1675285884.0634363 ,[0.60296666] ,[-0.14399832] ,[1.18647247]
1675285884.0848045 ,[0.60119468] ,[-0.1389283] ,[1.18550374]
1675285884.106568 ,[0.60285634] ,[-0.1511845] ,[1.18601982]
1675285884.1277826 ,[0.60024187] ,[-0.14462533] ,[1.18508027]
1675285884.1483626 ,[0.59815101] ,[-0.13937803] ,[1.18421431]
1675285884.167945 ,[0.59544003] ,[-0.12794558] ,[1.18202739]
1675285884.1898777 ,[0.59940854] ,[-0.15093727] ,[1.18346257]
1675285884.2115 ,[0.60258391] ,[-0.16932989] ,[1.18478519]
1675285884.232205 ,[0.59916141] ,[-0.15934606] ,[1.18361371]
1675285884.2536428 ,[0.59642414] ,[-0.15135895] ,[1.182534]
1675285884.2740057 ,[0.59423508] ,[-0.14496927] ,[1.18153885]
1675285884.2945642 ,[0.59248459] ,[-0.13998541] ,[1.18046046]
1675285884.3140514 ,[0.59108496] ,[-0.13599837] ,[1.17946653]
1675285884.3344584 ,[0.59102165] ,[-0.14037683] ,[1.17980721]
1675285884.3547142 ,[0.58905026] ,[-0.13638824] ,[1.17869713]
1675285884.3823984 ,[0.58747396] ,[-0.13319743] ,[1.177674]
1675285884.403673 ,[0.58621371] ,[-0.13077211] ,[1.17656976]
1675285884.4223354 ,[0.58520633] ,[-0.12883193] ,[1.17555201]
1675285884.4431968 ,[0.58440122] ,[-0.12753348] ,[1.17429139]
1675285884.4633095 ,[0.58480171] ,[-0.13420043] ,[1.17421421]
1675285884.4837668 ,[0.58512287] ,[-0.13953384] ,[1.174143]
1675285884.5041482 ,[0.58538057] ,[-0.14380037] ,[1.17407731]
1675285884.5224886 ,[0.5855875] ,[-0.14721338] ,[1.17401671]
1675285884.5409074 ,[0.5857538] ,[-0.14994357] ,[1.17396079]
1675285884.5621774 ,[0.5858876] ,[-0.15225585] ,[1.17374568]
1675285884.5827389 ,[0.5859954] ,[-0.15436124] ,[1.17322023]
1675285884.6038182 ,[0.58608239] ,[-0.15604529] ,[1.1727359]
1675285884.624559 ,[0.58811538] ,[-0.16652438] ,[1.17190958]
1675285884.6434815 ,[0.58974246] ,[-0.17490705] ,[1.17114796]
1675285884.6627326 ,[0.59104479] ,[-0.1817393] ,[1.17027979]
1675285884.6850834 ,[0.59208731] ,[-0.18720444] ,[1.1694796]
1675285884.70682 ,[0.58904974] ,[-0.17530289] ,[1.16723496]
1675285884.7278302 ,[0.58662047] ,[-0.1657815] ,[1.1651662]
1675285884.7499354 ,[0.58467784] ,[-0.15816429] ,[1.16325954]
1675285884.7715085 ,[0.58312453] ,[-0.15244034] ,[1.16101722]
1675285884.7940736 ,[0.58188269] ,[-0.14798383] ,[1.15878886]
1675285884.8161812 ,[0.58089002] ,[-0.14441858] ,[1.1567351]
1675285884.8369083 ,[0.58112859] ,[-0.14929762] ,[1.15589866]
1675285884.8553646 ,[0.58132021] ,[-0.15320059] ,[1.15512772]
1675285884.8763528 ,[0.58147429] ,[-0.1565711] ,[1.1540892]
1675285884.8962252 ,[0.58159831] ,[-0.15926721] ,[1.15313202]
1675285884.915641 ,[0.58169829] ,[-0.16142377] ,[1.1522498]
1675285884.9344318 ,[0.58177904] ,[-0.16327245] ,[1.15127265]
1675285884.956089 ,[0.58184439] ,[-0.16462729] ,[1.15053605]
1675285884.976509 ,[0.58189743] ,[-0.16571082] ,[1.14985713]
1675285884.9980664 ,[0.58389107] ,[-0.17557623] ,[1.14898724]
