Timestamp ,X ,Y ,Z
1675286013.6904888 ,[0.68249455] ,[-0.20943642] ,[0.08177426]
1675286013.7107205 ,[0.68249457] ,[-0.20943629] ,[0.08176334]
1675286013.7315762 ,[0.68249459] ,[-0.20943622] ,[0.08175328]
1675286013.7526941 ,[0.68249462] ,[-0.20943621] ,[0.08174402]
1675286013.7744732 ,[0.68249464] ,[-0.20943623] ,[0.0817355]
1675286013.7950013 ,[0.68249466] ,[-0.20943629] ,[0.08172765]
1675286013.8159773 ,[0.68249468] ,[-0.20943637] ,[0.08172043]
1675286013.8350625 ,[0.6824947] ,[-0.20943647] ,[0.08171378]
1675286013.8547258 ,[0.68249473] ,[-0.20943659] ,[0.08170767]
1675286013.8733191 ,[0.68249475] ,[-0.20943672] ,[0.08170204]
1675286013.891655 ,[0.68249477] ,[-0.20943686] ,[0.08169686]
1675286013.910553 ,[0.68249479] ,[-0.20946903] ,[0.08185839]
1675286013.929551 ,[0.68249481] ,[-0.2094948] ,[0.08200727]
1675286013.9481456 ,[0.68249483] ,[-0.20948343] ,[0.0819782]
1675286013.968878 ,[0.68249486] ,[-0.20947437] ,[0.08195141]
1675286013.9874847 ,[0.68249488] ,[-0.20946716] ,[0.08192674]
1675286014.0064075 ,[0.6824949] ,[-0.20946142] ,[0.081904]
1675286014.0241473 ,[0.68249492] ,[-0.20945687] ,[0.08188306]
1675286014.0433142 ,[0.68249494] ,[-0.20945326] ,[0.08186377]
1675286014.063016 ,[0.68249496] ,[-0.20945041] ,[0.081846]
1675286014.0813801 ,[0.68249498] ,[-0.20944817] ,[0.08182963]
1675286014.1014419 ,[0.682495] ,[-0.2094464] ,[0.08181456]
1675286014.1212268 ,[0.68249502] ,[-0.20944503] ,[0.08180067]
1675286014.1409454 ,[0.68249505] ,[-0.20944397] ,[0.08178789]
1675286014.1595035 ,[0.68249507] ,[-0.20944315] ,[0.08177611]
1675286014.1788511 ,[0.68249509] ,[-0.20944253] ,[0.08176527]
1675286014.1987762 ,[0.68249511] ,[-0.20944207] ,[0.08175529]
1675286014.21971 ,[0.68249513] ,[-0.20944173] ,[0.0817461]
1675286014.2395113 ,[0.68249515] ,[-0.2094415] ,[0.08173763]
1675286014.2592938 ,[0.68249517] ,[-0.20944134] ,[0.08172984]
1675286014.2799678 ,[0.68038192] ,[-0.20165997] ,[0.08211345]
1675286014.3005073 ,[0.6786914] ,[-0.19543517] ,[0.082467]
1675286014.3196511 ,[0.67945233] ,[-0.19826896] ,[0.08256836]
1675286014.3404744 ,[0.6800611] ,[-0.20050406] ,[0.08249549]
1675286014.358727 ,[0.68054813] ,[-0.20229221] ,[0.08242835]
1675286014.377857 ,[0.68093776] ,[-0.2037228] ,[0.08236647]
1675286014.396581 ,[0.68124948] ,[-0.20486733] ,[0.08230945]
1675286014.4150534 ,[0.68149886] ,[-0.205783] ,[0.08225692]
1675286014.4344504 ,[0.68169838] ,[-0.20651559] ,[0.08220851]
1675286014.4534507 ,[0.681858] ,[-0.2071017] ,[0.0821639]
1675286014.4727411 ,[0.6819857] ,[-0.20760266] ,[0.08228909]
1675286014.4918733 ,[0.68208786] ,[-0.20800346] ,[0.08240448]
1675286014.5115397 ,[0.6821696] ,[-0.20832413] ,[0.08251083]
1675286014.5307121 ,[0.682235] ,[-0.20858071] ,[0.08260886]
1675286014.5498433 ,[0.68228732] ,[-0.20872165] ,[0.08236664]
1675286014.5685656 ,[0.68232918] ,[-0.20886677] ,[0.08230969]
1675286014.5883589 ,[0.68236267] ,[-0.2089829] ,[0.08225722]
1675286014.6066966 ,[0.68238947] ,[-0.20907583] ,[0.08220887]
1675286014.6243105 ,[0.68241091] ,[-0.20915021] ,[0.08216432]
1675286014.6422198 ,[0.68242807] ,[-0.20920974] ,[0.08212327]
1675286014.6616807 ,[0.6824418] ,[-0.2092574] ,[0.08208544]
1675286014.6805003 ,[0.68245278] ,[-0.20929555] ,[0.0820506]
1675286014.7003655 ,[0.68246158] ,[-0.20932611] ,[0.08201849]
1675286014.7194595 ,[0.68246861] ,[-0.20935058] ,[0.08198891]
1675286014.7399714 ,[0.68247425] ,[-0.20937019] ,[0.08196165]
1675286014.7578022 ,[0.68247876] ,[-0.2093859] ,[0.08193654]
1675286014.7767563 ,[0.68248237] ,[-0.20943052] ,[0.0820797]
1675286014.796447 ,[0.68248526] ,[-0.20946625] ,[0.08221165]
1675286014.8151722 ,[0.68248757] ,[-0.20946283] ,[0.08216698]
1675286014.8351429 ,[0.68248943] ,[-0.20946013] ,[0.08212581]
1675286014.8543246 ,[0.68249092] ,[-0.209458] ,[0.08208788]
1675286014.8746212 ,[0.68249211] ,[-0.20948834] ,[0.08221922]
1675286014.892455 ,[0.68249307] ,[-0.20951264] ,[0.08234028]
1675286014.9142046 ,[0.68249384] ,[-0.20950009] ,[0.08228557]
1675286014.9358976 ,[0.68249446] ,[-0.20949007] ,[0.08223515]
1675286014.9563093 ,[0.68249495] ,[-0.20948209] ,[0.0821887]
1675286014.976335 ,[0.68249535] ,[-0.20950775] ,[0.08231219]
1675286014.9958014 ,[0.68249568] ,[-0.2095283] ,[0.082426]
1675286015.0151682 ,[0.68249594] ,[-0.20954477] ,[0.08253091]
1675286015.0352125 ,[0.68249615] ,[-0.20955797] ,[0.0826276]
1675286015.0539808 ,[0.68249632] ,[-0.20953654] ,[0.08255043]
1675286015.0740924 ,[0.68249646] ,[-0.20951942] ,[0.08247932]
1675286015.0920432 ,[0.68249658] ,[-0.20950575] ,[0.08241379]
1675286015.1115267 ,[0.68249668] ,[-0.20952686] ,[0.08251969]
1675286015.129553 ,[0.68249675] ,[-0.20954378] ,[0.08261731]
1675286015.1485655 ,[0.68249682] ,[-0.20949298] ,[0.08237471]
1675286015.1671455 ,[0.68249688] ,[-0.20951673] ,[0.08248371]
1675286015.1867373 ,[0.68249692] ,[-0.20953575] ,[0.08258417]
1675286015.2076175 ,[0.68249696] ,[-0.20951897] ,[0.08251048]
1675286015.228047 ,[0.682497] ,[-0.20950557] ,[0.08244257]
1675286015.2493274 ,[0.68249703] ,[-0.2095269] ,[0.08254628]
1675286015.2698002 ,[0.68249706] ,[-0.20954399] ,[0.08264188]
1675286015.2896903 ,[0.68249708] ,[-0.20955768] ,[0.08272999]
1675286015.308055 ,[0.68380164] ,[-0.21756175] ,[0.08275102]
1675286015.3286684 ,[0.68484525] ,[-0.22396475] ,[0.0827704]
1675286015.3476634 ,[0.68568009] ,[-0.22911869] ,[0.08295683]
1675286015.366719 ,[0.68634791] ,[-0.23324155] ,[0.08312865]
1675286015.385942 ,[0.68557758] ,[-0.22854632] ,[0.08334495]
1675286015.406541 ,[0.6849613] ,[-0.22475836] ,[0.08337801]
1675286015.424241 ,[0.68446826] ,[-0.22172795] ,[0.08340848]
1675286015.4430587 ,[0.68537837] ,[-0.22729668] ,[0.08337638]
1675286015.462355 ,[0.68610641] ,[-0.23175137] ,[0.08334681]
1675286015.4805603 ,[0.68538425] ,[-0.22732173] ,[0.08337976]
1675286015.4997864 ,[0.68611105] ,[-0.23180287] ,[0.08351849]
1675286015.5182693 ,[0.68669244] ,[-0.23538747] ,[0.08364636]
1675286015.5370948 ,[0.68715749] ,[-0.23825482] ,[0.08376421]
1675286015.5562315 ,[0.68752948] ,[-0.24054836] ,[0.08387283]
1675286015.575363 ,[0.68782702] ,[-0.24238285] ,[0.08397295]
1675286015.5954714 ,[0.68806498] ,[-0.24385008] ,[0.08406523]
1675286015.6162941 ,[0.6882553] ,[-0.24499169] ,[0.08398174]
1675286015.6371284 ,[0.68840749] ,[-0.24590461] ,[0.0839048]
1675286015.6581893 ,[0.68722464] ,[-0.2386415] ,[0.08389408]
1675286015.6778464 ,[0.68627835] ,[-0.23279889] ,[0.08371793]
1675286015.696322 ,[0.6855213] ,[-0.22812473] ,[0.08355559]
1675286015.7163455 ,[0.68491565] ,[-0.22441738] ,[0.08357228]
1675286015.7362952 ,[0.68443112] ,[-0.22145147] ,[0.08358766]
1675286015.7574334 ,[0.68534804] ,[-0.22710362] ,[0.08371022]
1675286015.7782648 ,[0.68477699] ,[-0.22356815] ,[0.08354852]
1675286015.7976253 ,[0.68432014] ,[-0.22073974] ,[0.0833995]
1675286015.817183 ,[0.6852592] ,[-0.22653393] ,[0.08353683]
1675286015.8355975 ,[0.6860104] ,[-0.23116901] ,[0.0836634]
1675286015.8551002 ,[0.68661131] ,[-0.23487677] ,[0.08378006]
1675286015.8743193 ,[0.68578745] ,[-0.22978575] ,[0.08361293]
1675286015.8938293 ,[0.68512835] ,[-0.22571289] ,[0.08345891]
1675286015.9134421 ,[0.6859056] ,[-0.23051148] ,[0.08359163]
1675286015.9328153 ,[0.68652736] ,[-0.23435007] ,[0.08371395]
1675286015.9518056 ,[0.68572017] ,[-0.22939573] ,[0.08371833]
1675286015.971052 ,[0.68637895] ,[-0.23345712] ,[0.08383073]
1675286015.990604 ,[0.68690593] ,[-0.23670592] ,[0.08393434]
1675286016.008287 ,[0.68602291] ,[-0.23124773] ,[0.08375518]
1675286016.0273087 ,[0.6853165] ,[-0.22688112] ,[0.08359007]
1675286016.0485177 ,[0.68605589] ,[-0.23141291] ,[0.08354402]
1675286016.070036 ,[0.68664736] ,[-0.23503804] ,[0.08350158]
1675286016.09107 ,[0.68581595] ,[-0.22994477] ,[0.08352267]
1675286016.111992 ,[0.68515081] ,[-0.22583808] ,[0.08337582]
1675286016.1334229 ,[0.68461869] ,[-0.22255271] ,[0.0832405]
1675286016.1538289 ,[0.68419299] ,[-0.2199244] ,[0.08311579]
1675286016.1758866 ,[0.68385244] ,[-0.21782176] ,[0.08300086]
1675286016.1952262 ,[0.68357999] ,[-0.21617167] ,[0.08306124]
1675286016.2160032 ,[0.68336204] ,[-0.21481961] ,[0.08295061]
1675286016.2370079 ,[0.68318768] ,[-0.21373798] ,[0.08284865]
1675286016.2580423 ,[0.68304819] ,[-0.21290474] ,[0.08292099]
1675286016.2785351 ,[0.68293661] ,[-0.21220615] ,[0.08282138]
1675286016.299729 ,[0.68284735] ,[-0.21164733] ,[0.08272958]
1675286016.3202586 ,[0.68277594] ,[-0.21120031] ,[0.08264499]
1675286016.3421707 ,[0.68271883] ,[-0.21084274] ,[0.08256704]
1675286016.3617432 ,[0.68267314] ,[-0.21055673] ,[0.08249521]
1675286016.3838716 ,[0.68394114] ,[-0.21835307] ,[0.08253512]
1675286016.405309 ,[0.68495549] ,[-0.22458991] ,[0.08257191]
1675286016.4239278 ,[0.68234913] ,[-0.21377275] ,[0.0828905]
1675286016.4428685 ,[0.68237738] ,[-0.21290056] ,[0.08279335]
1675286016.4630272 ,[0.68239999] ,[-0.21220285] ,[0.08270382]
1675286016.4817798 ,[0.68241808] ,[-0.21161239] ,[0.08245503]
1675286016.502176 ,[0.68243256] ,[-0.21114006] ,[0.08222576]
1675286016.5217803 ,[0.68244415] ,[-0.21079458] ,[0.08218075]
1675286016.5418053 ,[0.68245343] ,[-0.21051824] ,[0.08213928]
1675286016.5616856 ,[0.68246087] ,[-0.21029721] ,[0.08210106]
1675286016.5829499 ,[0.68246682] ,[-0.21008811] ,[0.08189957]
1675286016.602047 ,[0.68247159] ,[-0.20992087] ,[0.08171388]
1675286016.6211624 ,[0.68377995] ,[-0.21784457] ,[0.08181514]
1675286016.6417167 ,[0.6814088] ,[-0.20834532] ,[0.08202905]
1675286016.661891 ,[0.67951195] ,[-0.2007462] ,[0.08222621]
1675286016.680245 ,[0.68141236] ,[-0.21050522] ,[0.08228734]
1675286016.7010138 ,[0.68293266] ,[-0.21831224] ,[0.08234368]
1675286016.7212453 ,[0.68284433] ,[-0.21653253] ,[0.08228952]
1675286016.741965 ,[0.6840782] ,[-0.22313388] ,[0.08234571]
1675286016.7599468 ,[0.68506527] ,[-0.22841471] ,[0.08239751]
1675286016.7796564 ,[0.68455034] ,[-0.224614] ,[0.08233915]
1675286016.798922 ,[0.68413839] ,[-0.22157341] ,[0.08228538]
1675286016.8184283 ,[0.68380883] ,[-0.21914094] ,[0.08223583]
1675286016.8408165 ,[0.68354519] ,[-0.21719497] ,[0.08219017]
1675286016.8606193 ,[0.68333427] ,[-0.21563821] ,[0.0821481]
1675286016.8793888 ,[0.68316554] ,[-0.21439282] ,[0.08210934]
1675286016.8982751 ,[0.68303056] ,[-0.21339654] ,[0.08207362]
1675286016.91928 ,[0.68292258] ,[-0.21259956] ,[0.08204072]
1675286016.9402273 ,[0.68283621] ,[-0.211962] ,[0.0820104]
1675286016.9585195 ,[0.68276711] ,[-0.211452] ,[0.08198246]
1675286016.9783964 ,[0.68271184] ,[-0.21101171] ,[0.08179045]
1675286017.001057 ,[0.68266762] ,[-0.21065952] ,[0.08161349]
1675286017.0330982 ,[0.68263226] ,[-0.21041015] ,[0.08161669]
1675286017.0564878 ,[0.68260398] ,[-0.21021071] ,[0.08161966]
1675286017.0783644 ,[0.68258136] ,[-0.2100512] ,[0.0816224]
1675286017.0986762 ,[0.68256327] ,[-0.20992364] ,[0.08162493]
1675286017.1183093 ,[0.6825488] ,[-0.20982164] ,[0.08162727]
1675286017.138928 ,[0.68253723] ,[-0.20977211] ,[0.08179573]
1675286017.1579337 ,[0.68252799] ,[-0.20970052] ,[0.08178471]
1675286017.1784391 ,[0.68382513] ,[-0.21766839] ,[0.08188066]
1675286017.1993196 ,[0.68486282] ,[-0.22404247] ,[0.0819691]
1675286017.2183552 ,[0.68438838] ,[-0.22111638] ,[0.08194451]
1675286017.2385948 ,[0.68400883] ,[-0.2187755] ,[0.08192186]
1675286017.257791 ,[0.68370519] ,[-0.21690281] ,[0.08190099]
1675286017.2768846 ,[0.68346228] ,[-0.21540467] ,[0.08188176]
1675286017.2953014 ,[0.68326795] ,[-0.21420619] ,[0.08186406]
1675286017.3143356 ,[0.68311249] ,[-0.2132151] ,[0.08168146]
1675286017.3340971 ,[0.68298813] ,[-0.21242226] ,[0.08151319]
1675286017.353004 ,[0.68288864] ,[-0.21182036] ,[0.0815244]
1675286017.373863 ,[0.68280906] ,[-0.21133888] ,[0.08153474]
1675286017.3923976 ,[0.6827454] ,[-0.21095374] ,[0.08154428]
1675286017.4126203 ,[0.68269448] ,[-0.21061334] ,[0.08138679]
1675286017.4321368 ,[0.68265374] ,[-0.21034107] ,[0.08124166]
1675286017.452004 ,[0.68262116] ,[-0.2101233] ,[0.08110792]
1675286017.473704 ,[0.68259511] ,[-0.20994914] ,[0.08098466]
1675286017.5012553 ,[0.68257427] ,[-0.20980985] ,[0.08087108]
1675286017.5242248 ,[0.6825576] ,[-0.20973081] ,[0.08093269]
1675286017.5467925 ,[0.68254428] ,[-0.20966762] ,[0.08098948]
1675286017.5689588 ,[0.68253362] ,[-0.20964914] ,[0.08120813]
1675286017.5886154 ,[0.6825251] ,[-0.20960239] ,[0.08124335]
1675286017.609778 ,[0.6825183] ,[-0.20956503] ,[0.08127581]
1675286017.6319106 ,[0.68251286] ,[-0.20950287] ,[0.08113946]
1675286017.6546807 ,[0.68381305] ,[-0.21751062] ,[0.0812862]
1675286017.6746905 ,[0.68485317] ,[-0.2239166] ,[0.08142144]
1675286017.6941862 ,[0.68438068] ,[-0.22101603] ,[0.08143998]
1675286017.7136266 ,[0.68188943] ,[-0.21091428] ,[0.08184786]
1675286017.7333143 ,[0.67989649] ,[-0.20283315] ,[0.08222377]
1675286017.7538667 ,[0.67830222] ,[-0.19633696] ,[0.08240613]
1675286017.7746956 ,[0.6770269] ,[-0.19114036] ,[0.08257421]
1675286017.7932746 ,[0.67812] ,[-0.19479632] ,[0.08250243]
1675286017.8139114 ,[0.68029904] ,[-0.2057463] ,[0.0825424]
1675286017.8340178 ,[0.68204226] ,[-0.21450612] ,[0.08257924]
1675286017.854018 ,[0.68213226] ,[-0.21348866] ,[0.0825071]
1675286017.8750403 ,[0.68220427] ,[-0.21267472] ,[0.08244063]
1675286017.8948193 ,[0.68226189] ,[-0.21202361] ,[0.08237937]
1675286017.9145572 ,[0.68230799] ,[-0.21147042] ,[0.08215664]
1675286017.9352117 ,[0.68234487] ,[-0.2110279] ,[0.08195137]
1675286017.9566798 ,[0.68237439] ,[-0.21070627] ,[0.08192849]
1675286017.9756832 ,[0.68239801] ,[-0.210449] ,[0.08190741]
1675286017.997778 ,[0.68241691] ,[-0.21021089] ,[0.08172171]
1675286018.0384262 ,[0.68373657] ,[-0.21807789] ,[0.08182296]
1675286018.0627167 ,[0.68479227] ,[-0.22437126] ,[0.08191629]
1675286018.087514 ,[0.68433224] ,[-0.22138059] ,[0.0818962]
1675286018.114118 ,[0.68185095] ,[-0.21123805] ,[0.08243258]
1675286018.135742 ,[0.67986599] ,[-0.20312429] ,[0.08292692]
1675286018.160439 ,[0.68039137] ,[-0.20435125] ,[0.08266136]
1675286018.181105 ,[0.67869842] ,[-0.19758394] ,[0.08297368]
1675286018.202222 ,[0.67945741] ,[-0.19991937] ,[0.08270447]
1675286018.2241206 ,[0.68006463] ,[-0.20182014] ,[0.08262265]
1675286018.2489107 ,[0.68055041] ,[-0.20334084] ,[0.08254726]
1675286018.2763197 ,[0.68093906] ,[-0.20455747] ,[0.08247778]
1675286018.2993915 ,[0.68124999] ,[-0.20553084] ,[0.08241376]
1675286018.3221936 ,[0.68149874] ,[-0.20630961] ,[0.08235476]
1675286018.3450038 ,[0.68169775] ,[-0.20693268] ,[0.0823004]
1675286018.374597 ,[0.68185697] ,[-0.20743119] ,[0.08225031]
1675286018.394221 ,[0.68198436] ,[-0.20783005] ,[0.08220415]
1675286018.42205 ,[0.68208627] ,[-0.20814919] ,[0.08216162]
1675286018.446163 ,[0.68216781] ,[-0.20840455] ,[0.08212243]
1675286018.4835782 ,[0.68223304] ,[-0.20860889] ,[0.08208633]
1675286018.5156434 ,[0.68228524] ,[-0.20877241] ,[0.08205306]
1675286018.5421765 ,[0.682327] ,[-0.20890327] ,[0.08202241]
1675286018.5613208 ,[0.68236042] ,[-0.20900801] ,[0.08199417]
1675286018.5804741 ,[0.68238716] ,[-0.20909184] ,[0.08196815]
1675286018.5986962 ,[0.68371309] ,[-0.21718405] ,[0.08205028]
1675286018.620199 ,[0.68346926] ,[-0.21563249] ,[0.08201988]
1675286018.638057 ,[0.68327419] ,[-0.21439126] ,[0.08199187]
1675286018.656152 ,[0.68311814] ,[-0.21336595] ,[0.08179979]
1675286018.6751957 ,[0.68299331] ,[-0.21254574] ,[0.08162276]
1675286018.6930306 ,[0.68289344] ,[-0.2118896] ,[0.08145963]
1675286018.7105968 ,[0.68281355] ,[-0.21136472] ,[0.08130929]
1675286018.728927 ,[0.68274964] ,[-0.21094484] ,[0.08117074]
1675286018.7470994 ,[0.68269851] ,[-0.21064132] ,[0.08120934]
1675286018.7649422 ,[0.68265762] ,[-0.21039853] ,[0.08124493]
1675286018.782545 ,[0.68051164] ,[-0.20242306] ,[0.08166851]
1675286018.8031003 ,[0.6809082] ,[-0.20379193] ,[0.08150184]
1675286018.8288918 ,[0.68122546] ,[-0.2048871] ,[0.08134825]
1675286018.8668373 ,[0.68147927] ,[-0.20579563] ,[0.08137298]
1675286018.895891 ,[0.68168234] ,[-0.20652252] ,[0.08139578]
1675286018.9322035 ,[0.6818448] ,[-0.20710408] ,[0.08141681]
1675286018.9632738 ,[0.68197477] ,[-0.20756938] ,[0.0814362]
1675286019.0001397 ,[0.68207876] ,[-0.20794167] ,[0.08145407]
1675286019.0333803 ,[0.68216196] ,[-0.20823955] ,[0.08147055]
1675286019.0580037 ,[0.68222852] ,[-0.2084779] ,[0.08148575]
1675286019.077431 ,[0.68228177] ,[-0.2086363] ,[0.08133349]
1675286019.0959668 ,[0.68232438] ,[-0.20876305] ,[0.08119316]
1675286019.1144402 ,[0.68235848] ,[-0.20889684] ,[0.08123013]
1675286019.1326382 ,[0.68238576] ,[-0.20900391] ,[0.08126421]
1675286019.1506732 ,[0.68240758] ,[-0.2090896] ,[0.08129563]
1675286019.1694043 ,[0.68031178] ,[-0.20137691] ,[0.08171537]
1675286019.190318 ,[0.67863522] ,[-0.19520707] ,[0.08210222]
1675286019.2104895 ,[0.68071186] ,[-0.20604578] ,[0.08200554]
1675286019.2300227 ,[0.68237315] ,[-0.21471657] ,[0.08191644]
1675286019.2498028 ,[0.6823976] ,[-0.21366001] ,[0.08189678]
1675286019.2705753 ,[0.68241717] ,[-0.21281478] ,[0.08187866]
1675286019.290812 ,[0.68243283] ,[-0.21210629] ,[0.08169569]
1675286019.3107598 ,[0.68244536] ,[-0.21157185] ,[0.08169336]
1675286019.3305633 ,[0.68245539] ,[-0.21114433] ,[0.08169121]
1675286019.3509965 ,[0.68246342] ,[-0.21080235] ,[0.08168925]
1675286019.3719258 ,[0.68246985] ,[-0.21052879] ,[0.08168744]
1675286019.391485 ,[0.68247499] ,[-0.21030998] ,[0.08168579]
1675286019.4114726 ,[0.68247911] ,[-0.21013496] ,[0.08168427]
1675286019.4314253 ,[0.68248241] ,[-0.20999498] ,[0.08168288]
1675286019.4530416 ,[0.68248505] ,[-0.20988303] ,[0.08168161]
1675286019.4881647 ,[0.68248717] ,[-0.20979351] ,[0.08168045]
1675286019.522006 ,[0.68248887] ,[-0.20968959] ,[0.0815131]
1675286019.5529664 ,[0.68037697] ,[-0.20185754] ,[0.08191594]
1675286019.5747657 ,[0.67868752] ,[-0.1955922] ,[0.08228721]
1675286019.5992885 ,[0.67733604] ,[-0.19058026] ,[0.08262939]
1675286019.6214004 ,[0.67836822] ,[-0.19435235] ,[0.08255398]
1675286019.6457343 ,[0.67708072] ,[-0.18958884] ,[0.08287526]
1675286019.6636703 ,[0.67816407] ,[-0.19355967] ,[0.0827806]
1675286019.6843886 ,[0.67903078] ,[-0.19673645] ,[0.08269336]
1675286019.7013788 ,[0.67972417] ,[-0.19924563] ,[0.08244668]
1675286019.7190547 ,[0.68027889] ,[-0.20128538] ,[0.08238563]
1675286019.739175 ,[0.68072268] ,[-0.20291726] ,[0.08232938]
1675286019.7637022 ,[0.68107772] ,[-0.20422282] ,[0.08227754]
1675286019.7829494 ,[0.68136177] ,[-0.20526733] ,[0.08222978]
1675286019.801119 ,[0.68158901] ,[-0.20610298] ,[0.08218577]
1675286019.8196852 ,[0.68177081] ,[-0.20677156] ,[0.08214521]
1675286019.837564 ,[0.68191626] ,[-0.20730646] ,[0.08210785]
1675286019.8564756 ,[0.67991935] ,[-0.19998442] ,[0.0826283]
1675286019.874457 ,[0.68173971] ,[-0.20990219] ,[0.08265919]
1675286019.894193 ,[0.68319597] ,[-0.2178362] ,[0.08268766]
1675286019.9130745 ,[0.68305639] ,[-0.21615806] ,[0.08260781]
1675286019.933548 ,[0.68294473] ,[-0.21481555] ,[0.08253423]
1675286019.9525824 ,[0.68074213] ,[-0.20596026] ,[0.0828572]
1675286019.9711037 ,[0.67898013] ,[-0.1988763] ,[0.08315486]
1675286019.9893396 ,[0.67757061] ,[-0.19320944] ,[0.08342919]
1675286020.0075672 ,[0.67855634] ,[-0.19645757] ,[0.08329126]
1675286020.0278797 ,[0.67934495] ,[-0.19905617] ,[0.08316414]
1675286020.0484219 ,[0.67786259] ,[-0.19335384] ,[0.08343778]
1675286020.0702958 ,[0.67667678] ,[-0.1887923] ,[0.08368997]
1675286020.0908794 ,[0.6778415] ,[-0.19292472] ,[0.08353163]
1675286020.1109312 ,[0.67877329] ,[-0.19623075] ,[0.08338571]
1675286020.1306074 ,[0.67951874] ,[-0.19881069] ,[0.08291867]
1675286020.151395 ,[0.68011512] ,[-0.20093969] ,[0.08282081]
1675286020.1716356 ,[0.68059223] ,[-0.20264296] ,[0.08273063]
1675286020.1918461 ,[0.67886067] ,[-0.19622434] ,[0.08303831]
1675286020.2119734 ,[0.67747549] ,[-0.19108976] ,[0.08332187]
1675286020.2311413 ,[0.67636744] ,[-0.18698243] ,[0.08358322]
1675286020.251886 ,[0.67548109] ,[-0.18369693] ,[0.08382409]
1675286020.2719917 ,[0.6747721] ,[-0.1810689] ,[0.08404609]
1675286020.2917345 ,[0.67762282] ,[-0.19477324] ,[0.08396602]
1675286020.3118045 ,[0.67859883] ,[-0.19771147] ,[0.08378613]
1675286020.3317149 ,[0.67937966] ,[-0.20006212] ,[0.08362035]
1675286020.3516364 ,[0.68000434] ,[-0.20191038] ,[0.08330129]
1675286020.372011 ,[0.6805041] ,[-0.20338904] ,[0.08300724]
1675286020.3912332 ,[0.68090391] ,[-0.20460434] ,[0.08290254]
1675286020.412323 ,[0.6791105] ,[-0.19779534] ,[0.08319683]
1675286020.432166 ,[0.67767584] ,[-0.19234844] ,[0.08346806]
1675286020.4500213 ,[0.67864147] ,[-0.19577254] ,[0.08332726]
1675286020.4695227 ,[0.67941399] ,[-0.19851189] ,[0.08319751]
1675286020.4879308 ,[0.68003202] ,[-0.20070344] ,[0.08307794]
1675286020.5073326 ,[0.68052645] ,[-0.20245674] ,[0.08296774]
1675286020.5249918 ,[0.68092201] ,[-0.20385942] ,[0.08286619]
1675286020.5429196 ,[0.68123845] ,[-0.20498161] ,[0.08277261]
1675286020.5609088 ,[0.68149162] ,[-0.2058794] ,[0.08268638]
1675286020.5788734 ,[0.68169415] ,[-0.20659766] ,[0.08260691]
1675286020.5961952 ,[0.68185618] ,[-0.2071723] ,[0.08253368]
1675286020.6144052 ,[0.6819858] ,[-0.20763203] ,[0.0824662]
1675286020.6320877 ,[0.6820895] ,[-0.20799984] ,[0.08240401]
1675286020.6493022 ,[0.68217246] ,[-0.20829411] ,[0.08234671]
1675286020.6671104 ,[0.68223883] ,[-0.20852955] ,[0.08229391]
1675286020.6852906 ,[0.68229192] ,[-0.20871791] ,[0.08224526]
1675286020.702548 ,[0.6823344] ,[-0.20886862] ,[0.08220042]
1675286020.7229373 ,[0.68236837] ,[-0.20898921] ,[0.08215911]
1675286020.744786 ,[0.68028229] ,[-0.20130441] ,[0.08251183]
1675286020.7647643 ,[0.67861349] ,[-0.19515684] ,[0.0828369]
1675286020.7847357 ,[0.67727853] ,[-0.1902391] ,[0.0831365]
1675286020.8022647 ,[0.67621065] ,[-0.18630524] ,[0.08341263]
1675286020.8202581 ,[0.67746969] ,[-0.19093979] ,[0.08327634]
1675286020.8440797 ,[0.67847695] ,[-0.19461519] ,[0.08298447]
1675286020.873031 ,[0.67928278] ,[-0.19755559] ,[0.08271547]
1675286020.8999991 ,[0.67992745] ,[-0.19994031] ,[0.08263386]
1675286020.9299462 ,[0.6804432] ,[-0.20184814] ,[0.08255865]
1675286020.9578593 ,[0.67874253] ,[-0.19559316] ,[0.08288012]
1675286020.986357 ,[0.67949535] ,[-0.19840279] ,[0.08295192]
1675286021.018116 ,[0.68009761] ,[-0.20065055] ,[0.08301809]
1675286021.045329 ,[0.68057942] ,[-0.20241679] ,[0.0829128]
1675286021.0658133 ,[0.68096488] ,[-0.20382982] ,[0.08281576]
1675286021.0847394 ,[0.68127326] ,[-0.20496027] ,[0.08272635]
1675286021.1029541 ,[0.68151995] ,[-0.20589669] ,[0.08281024]
1675286021.1224356 ,[0.68171731] ,[-0.20661382] ,[0.08272127]
1675286021.1449423 ,[0.6818752] ,[-0.20718755] ,[0.08263928]
1675286021.1660137 ,[0.68200151] ,[-0.20764655] ,[0.08256373]
1675286021.1849418 ,[0.68210256] ,[-0.20801376] ,[0.08249411]
1675286021.205322 ,[0.6821834] ,[-0.20830754] ,[0.08242995]
1675286021.2251217 ,[0.68224806] ,[-0.20851025] ,[0.08220455]
1675286021.2434974 ,[0.68229979] ,[-0.20870476] ,[0.08216311]
1675286021.2616906 ,[0.68234118] ,[-0.20886038] ,[0.08212492]
1675286021.280492 ,[0.68237428] ,[-0.20898488] ,[0.08208974]
1675286021.2976568 ,[0.68240076] ,[-0.20908449] ,[0.08205732]
1675286021.316682 ,[0.68242194] ,[-0.20913186] ,[0.08186117]
